Transaction_ID,Employee_ID,Salary_Band,Monthly_Salary,Work_Mode,Date,Transaction_Type,Category,Amount,Merchant,Payment_Method,Expense_Type,Subscription,Time_of_Day
TXN132469,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132470,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-02,Expense,Commute,492.0,Ola,UPI,Need,No,Morning
TXN132471,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-03,Expense,EMI,16100.0,SBI Credit Card EMI,Net Banking,Need,No,Morning
TXN132472,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-03,Expense,Commute,370.0,Shell Petrol,Cash,Need,No,Evening
TXN132473,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-04,Expense,Coffee & Snacks,213.0,Starbucks,UPI,Want,No,Morning
TXN132474,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-04,Expense,Dining Out,5713.0,Dominos Pizza,Debit Card,Want,No,Afternoon
TXN132475,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-05,Expense,Rent,27500.0,Housing Society,Net Banking,Need,No,Morning
TXN132476,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-05,Expense,Shopping,9265.0,Flipkart,Net Banking,Want,No,Evening
TXN132477,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-05,Expense,Commute,518.0,Uber,UPI,Need,No,Evening
TXN132478,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-07,Expense,Utilities,3549.0,Municipal Water,UPI,Need,No,Afternoon
TXN132479,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-08,Expense,Groceries,892.0,DMart,Debit Card,Need,No,Evening
TXN132480,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-09,Expense,Commute,574.0,Ola,Debit Card,Need,No,Evening
TXN132481,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-10,Investment,SIP Mutual Fund,16200.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN132482,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-10,Expense,Commute,520.0,Shell Petrol,Cash,Need,No,Evening
TXN132483,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-11,Expense,Gym,2000.0,Gold Gym,UPI,Want,Yes,Night
TXN132484,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-11,Expense,Dining Out,4120.0,Socials Cafe,Debit Card,Want,No,Afternoon
TXN132485,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-11,Expense,Commute,586.0,HP Petrol Pump,Debit Card,Need,No,Evening
TXN132486,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-11,Expense,Coffee & Snacks,119.0,Local Tea Stall,Cash,Want,No,Morning
TXN132487,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-12,Expense,Commute,662.0,Auto Fare,UPI,Need,No,Morning
TXN132488,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-15,Expense,Groceries,1972.0,Local Kirana Store,UPI,Need,No,Evening
TXN132489,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-15,Expense,Commute,733.0,Auto Fare,UPI,Need,No,Evening
TXN132490,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-17,Expense,Dining Out,2689.0,Third Wave Coffee,UPI,Want,No,Evening
TXN132491,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-17,Expense,Commute,581.0,Uber,Cash,Need,No,Evening
TXN132492,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-18,Expense,Commute,318.0,Namma Metro,Debit Card,Need,No,Evening
TXN132493,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-19,Expense,Coffee & Snacks,90.0,Third Wave Coffee,UPI,Want,No,Afternoon
TXN132494,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-20,Expense,Groceries,601.0,BigBasket,UPI,Need,No,Morning
TXN132495,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-21,Expense,Commute,777.0,Shell Petrol,Cash,Need,No,Morning
TXN132496,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-23,Expense,Dining Out,2615.0,McDonalds,Credit Card,Want,No,Evening
TXN132497,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-24,Expense,Groceries,1183.0,Reliance Fresh,Cash,Need,No,Afternoon
TXN132498,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-25,Expense,Medical,283.0,Local Hospital,Credit Card,Need,No,Afternoon
TXN132499,EMP1424,Band C (₹80k-120k),116000,Office,2024-05-28,Expense,Commute,733.0,Auto Fare,Debit Card,Need,No,Evening
TXN132500,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132501,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-01,Expense,Commute,207.0,Namma Metro,Debit Card,Need,No,Evening
TXN132502,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-01,Expense,Dining Out,2827.0,Starbucks,Credit Card,Want,No,Evening
TXN132503,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-02,Expense,Shopping,3930.0,Zara,UPI,Want,No,Afternoon
TXN132504,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-02,Expense,Dining Out,4273.0,Dominos Pizza,Debit Card,Want,No,Night
TXN132505,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-03,Expense,Rent,29400.0,Housing Society,Net Banking,Need,No,Morning
TXN132506,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-03,Expense,Dining Out,1797.0,Barbeque Nation,UPI,Want,No,Afternoon
TXN132507,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-04,Expense,Shopping,2123.0,Zara,Credit Card,Want,No,Night
TXN132508,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-04,Expense,Commute,203.0,Ola,Debit Card,Need,No,Evening
TXN132509,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-06,Expense,Utilities,4301.0,State Electricity Board,Debit Card,Need,No,Afternoon
TXN132510,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-08,Expense,Gym,3000.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN132511,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-08,Expense,Commute,174.0,Ola,Debit Card,Need,No,Evening
TXN132512,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-09,Expense,Commute,151.0,Ola,Debit Card,Need,No,Morning
TXN132513,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-09,Expense,Food Delivery,273.0,Swiggy,UPI,Want,No,Evening
TXN132514,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-12,Expense,Commute,92.0,Namma Metro,UPI,Need,No,Morning
TXN132515,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-13,Expense,Groceries,1547.0,Local Kirana Store,UPI,Need,No,Morning
TXN132516,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-14,Expense,Groceries,2153.0,BigBasket,Cash,Need,No,Afternoon
TXN132517,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-14,Expense,Groceries,2451.0,Blinkit,Debit Card,Need,No,Evening
TXN132518,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-14,Expense,Food Delivery,716.0,Zomato,Credit Card,Want,No,Afternoon
TXN132519,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-19,Expense,Commute,135.0,Namma Metro,UPI,Need,No,Evening
TXN132520,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-20,Expense,Food Delivery,374.0,Swiggy,Credit Card,Want,No,Afternoon
TXN132521,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-21,Expense,Coffee & Snacks,137.0,Tapri,Cash,Want,No,Evening
TXN132522,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-22,Expense,Shopping,2078.0,Amazon,Credit Card,Want,No,Evening
TXN132523,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-22,Expense,Medical,1140.0,Local Hospital,Credit Card,Need,No,Evening
TXN132524,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-24,Expense,OTT Subscription,499.0,Netflix,UPI,Want,Yes,Night
TXN132525,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-24,Expense,Commute,385.0,Uber,Cash,Need,No,Evening
TXN132526,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-25,Expense,Groceries,1347.0,Local Kirana Store,Debit Card,Need,No,Morning
TXN132527,EMP1424,Band C (₹80k-120k),116000,Office,2024-06-26,Expense,Food Delivery,359.0,Swiggy,Credit Card,Want,No,Night
TXN132528,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132529,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-01,Expense,Coffee & Snacks,104.0,Starbucks,UPI,Want,No,Morning
TXN132530,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-01,Expense,Commute,161.0,Namma Metro,UPI,Need,No,Morning
TXN132531,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-02,Expense,Food Delivery,1128.0,Zomato,UPI,Want,No,Evening
TXN132532,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-03,Investment,SIP Mutual Fund,6000.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN132533,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-05,Expense,Rent,27800.0,Landlord Corp,Net Banking,Need,No,Morning
TXN132534,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-06,Expense,Gym,3000.0,Cult.fit,Credit Card,Want,Yes,Night
TXN132535,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-06,Expense,Shopping,2657.0,Decathlon,Net Banking,Want,No,Afternoon
TXN132536,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-06,Expense,Coffee & Snacks,302.0,Third Wave Coffee,Cash,Want,No,Morning
TXN132537,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-08,Expense,Food Delivery,849.0,Zomato,UPI,Want,No,Night
TXN132538,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-09,Expense,OTT Subscription,499.0,Youtube Premium,UPI,Want,Yes,Night
TXN132539,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-10,Expense,Utilities,1801.0,Jio Fiber,Net Banking,Need,No,Afternoon
TXN132540,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-10,Expense,Dining Out,789.0,Starbucks,Debit Card,Want,No,Evening
TXN132541,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-11,Expense,Food Delivery,483.0,Swiggy,Credit Card,Want,No,Afternoon
TXN132542,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-11,Expense,Groceries,505.0,Blinkit,Cash,Need,No,Evening
TXN132543,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-12,Expense,Commute,253.0,Namma Metro,Debit Card,Need,No,Evening
TXN132544,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-13,Expense,Commute,640.0,Namma Metro,Cash,Need,No,Evening
TXN132545,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-15,Expense,Commute,449.0,Shell Petrol,Debit Card,Need,No,Evening
TXN132546,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-16,Expense,Medical,2016.0,Local Hospital,Debit Card,Need,No,Morning
TXN132547,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-16,Expense,Commute,101.0,HP Petrol Pump,UPI,Need,No,Evening
TXN132548,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-16,Expense,Commute,747.0,Auto Fare,UPI,Need,No,Evening
TXN132549,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-16,Expense,Coffee & Snacks,82.0,Third Wave Coffee,Cash,Want,No,Afternoon
TXN132550,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-16,Expense,Commute,151.0,Shell Petrol,Cash,Need,No,Morning
TXN132551,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-21,Expense,Commute,437.0,Auto Fare,UPI,Need,No,Morning
TXN132552,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-23,Expense,Food Delivery,567.0,Swiggy,UPI,Want,No,Night
TXN132553,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-24,Expense,Commute,178.0,Ola,UPI,Need,No,Evening
TXN132554,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-24,Expense,Dining Out,1227.0,Dominos Pizza,UPI,Want,No,Evening
TXN132555,EMP1424,Band C (₹80k-120k),116000,Office,2024-07-26,Expense,Food Delivery,550.0,Swiggy,UPI,Want,No,Evening
TXN132556,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132557,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-02,Expense,Gym,3000.0,Cult.fit,Credit Card,Want,Yes,Night
TXN132558,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-03,Expense,Rent,27900.0,Landlord Corp,Net Banking,Need,No,Morning
TXN132559,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-03,Expense,Coffee & Snacks,122.0,Tapri,UPI,Want,No,Evening
TXN132560,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-04,Expense,Dining Out,4443.0,Third Wave Coffee,UPI,Want,No,Afternoon
TXN132561,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-05,Expense,Utilities,2752.0,Indane Gas,Net Banking,Need,No,Afternoon
TXN132562,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-06,Expense,OTT Subscription,649.0,Amazon Prime,Credit Card,Want,Yes,Night
TXN132563,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-08,Expense,EMI,19800.0,Bajaj Finserv,Net Banking,Need,No,Morning
TXN132564,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-08,Investment,SIP Mutual Fund,14500.0,Zerodha Coin,Net Banking,N/A,Yes,Morning
TXN132565,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-09,Expense,Commute,466.0,Namma Metro,UPI,Need,No,Morning
TXN132566,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-10,Expense,Food Delivery,1214.0,Zomato,UPI,Want,No,Evening
TXN132567,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-10,Expense,Commute,253.0,Ola,UPI,Need,No,Evening
TXN132568,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-10,Expense,Food Delivery,1307.0,Zomato,Credit Card,Want,No,Night
TXN132569,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-14,Expense,Dining Out,1760.0,Starbucks,Credit Card,Want,No,Afternoon
TXN132570,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-16,Expense,Medical,1714.0,MedPlus,Debit Card,Need,No,Morning
TXN132571,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-17,Expense,Coffee & Snacks,328.0,Bakery,Cash,Want,No,Evening
TXN132572,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-17,Expense,Coffee & Snacks,79.0,Local Tea Stall,Cash,Want,No,Evening
TXN132573,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-18,Expense,Coffee & Snacks,225.0,Tapri,Cash,Want,No,Afternoon
TXN132574,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-19,Expense,Commute,614.0,HP Petrol Pump,Debit Card,Need,No,Evening
TXN132575,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-20,Expense,Groceries,1498.0,DMart,UPI,Need,No,Afternoon
TXN132576,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-20,Expense,Commute,406.0,Ola,Cash,Need,No,Morning
TXN132577,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-23,Expense,Commute,199.0,Uber,UPI,Need,No,Morning
TXN132578,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-25,Expense,Commute,344.0,Auto Fare,UPI,Need,No,Morning
TXN132579,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-25,Expense,Commute,486.0,Shell Petrol,Cash,Need,No,Evening
TXN132580,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-26,Expense,Commute,362.0,Auto Fare,Cash,Need,No,Morning
TXN132581,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-27,Expense,Shopping,2673.0,Myntra,Credit Card,Want,No,Evening
TXN132582,EMP1424,Band C (₹80k-120k),116000,Office,2024-08-27,Expense,Food Delivery,623.0,Zomato,Credit Card,Want,No,Evening
TXN132583,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132584,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-01,Expense,Rent,24900.0,Property Management,Net Banking,Need,No,Morning
TXN132585,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-01,Expense,Food Delivery,1473.0,Swiggy,Credit Card,Want,No,Afternoon
TXN132586,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-03,Expense,Commute,108.0,Auto Fare,Cash,Need,No,Evening
TXN132587,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-05,Expense,EMI,26300.0,SBI Credit Card EMI,Net Banking,Need,No,Morning
TXN132588,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-05,Expense,OTT Subscription,499.0,Youtube Premium,Credit Card,Want,Yes,Night
TXN132589,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-05,Expense,Coffee & Snacks,259.0,Starbucks,UPI,Want,No,Afternoon
TXN132590,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-06,Investment,SIP Mutual Fund,13200.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN132591,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-07,Expense,Commute,443.0,Namma Metro,Debit Card,Need,No,Evening
TXN132592,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-08,Expense,Medical,1914.0,Diagnostics Lab,Credit Card,Need,No,Morning
TXN132593,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-08,Expense,Dining Out,1357.0,Starbucks,Debit Card,Want,No,Evening
TXN132594,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-08,Expense,Commute,487.0,Ola,Debit Card,Need,No,Evening
TXN132595,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-10,Expense,Utilities,3665.0,Jio Fiber,Debit Card,Need,No,Afternoon
TXN132596,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-11,Expense,Food Delivery,357.0,Swiggy,UPI,Want,No,Evening
TXN132597,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-11,Expense,Dining Out,1814.0,Barbeque Nation,Credit Card,Want,No,Afternoon
TXN132598,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-11,Expense,Coffee & Snacks,277.0,Bakery,UPI,Want,No,Evening
TXN132599,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-12,Expense,Gym,3000.0,Local Gym Fitness,UPI,Want,Yes,Night
TXN132600,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-12,Expense,Commute,747.0,Ola,Debit Card,Need,No,Morning
TXN132601,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-13,Expense,Coffee & Snacks,123.0,Chai Point,Cash,Want,No,Afternoon
TXN132602,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-17,Expense,Groceries,457.0,Local Kirana Store,Cash,Need,No,Afternoon
TXN132603,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-19,Expense,Food Delivery,896.0,Swiggy,UPI,Want,No,Night
TXN132604,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-21,Expense,Commute,216.0,Ola,Debit Card,Need,No,Morning
TXN132605,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-21,Expense,Coffee & Snacks,146.0,Bakery,UPI,Want,No,Evening
TXN132606,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-21,Expense,Shopping,825.0,H&M,Net Banking,Want,No,Night
TXN132607,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-22,Expense,Dining Out,3284.0,Dominos Pizza,Debit Card,Want,No,Afternoon
TXN132608,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-22,Expense,Dining Out,703.0,Dominos Pizza,Debit Card,Want,No,Night
TXN132609,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-22,Expense,Commute,187.0,HP Petrol Pump,Cash,Need,No,Morning
TXN132610,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-23,Expense,Medical,1326.0,Apollo Pharmacy,Credit Card,Need,No,Afternoon
TXN132611,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-25,Expense,Commute,518.0,Namma Metro,UPI,Need,No,Evening
TXN132612,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-27,Expense,Medical,1977.0,Local Hospital,Debit Card,Need,No,Morning
TXN132613,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-28,Expense,Coffee & Snacks,108.0,Third Wave Coffee,UPI,Want,No,Morning
TXN132614,EMP1424,Band C (₹80k-120k),116000,Office,2024-09-28,Expense,Commute,98.0,HP Petrol Pump,Cash,Need,No,Morning
TXN132615,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132616,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-01,Expense,Groceries,1000.0,Blinkit,Debit Card,Need,No,Morning
TXN132617,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-02,Expense,Coffee & Snacks,56.0,Starbucks,UPI,Want,No,Morning
TXN132618,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-02,Expense,Dining Out,3244.0,Socials Cafe,Debit Card,Want,No,Afternoon
TXN132619,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-05,Expense,Rent,31200.0,Housing Society,Net Banking,Need,No,Morning
TXN132620,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-06,Expense,Coffee & Snacks,147.0,Starbucks,Cash,Want,No,Evening
TXN132621,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-07,Investment,SIP Mutual Fund,14900.0,Zerodha Coin,Net Banking,N/A,Yes,Morning
TXN132622,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-08,Expense,EMI,28400.0,ICICI Finance,Net Banking,Need,No,Morning
TXN132623,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-08,Expense,Food Delivery,442.0,Zomato,UPI,Want,No,Night
TXN132624,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-09,Expense,Coffee & Snacks,141.0,Third Wave Coffee,Cash,Want,No,Evening
TXN132625,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-09,Expense,Dining Out,949.0,Starbucks,Debit Card,Want,No,Night
TXN132626,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-09,Expense,Dining Out,3255.0,Barbeque Nation,Debit Card,Want,No,Afternoon
TXN132627,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-10,Expense,Utilities,4326.0,Indane Gas,Net Banking,Need,No,Afternoon
TXN132628,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-12,Expense,Shopping,1576.0,Myntra,Net Banking,Want,No,Night
TXN132629,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-13,Expense,Commute,223.0,Namma Metro,UPI,Need,No,Evening
TXN132630,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-14,Expense,Shopping,5474.0,Amazon,Net Banking,Want,No,Evening
TXN132631,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-15,Expense,Dining Out,1532.0,Socials Cafe,Credit Card,Want,No,Evening
TXN132632,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-16,Expense,Commute,58.0,Namma Metro,Debit Card,Need,No,Evening
TXN132633,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-16,Expense,Coffee & Snacks,164.0,Starbucks,Cash,Want,No,Evening
TXN132634,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-20,Expense,Medical,466.0,Practo Doctor Consult,Credit Card,Need,No,Afternoon
TXN132635,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-21,Expense,Gym,1500.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN132636,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-23,Expense,Commute,335.0,Shell Petrol,Debit Card,Need,No,Morning
TXN132637,EMP1424,Band C (₹80k-120k),116000,Office,2024-10-24,Expense,Coffee & Snacks,275.0,Local Tea Stall,UPI,Want,No,Morning
TXN132638,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132639,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-02,Expense,Commute,589.0,HP Petrol Pump,UPI,Need,No,Evening
TXN132640,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-03,Expense,Shopping,6167.0,Myntra,UPI,Want,No,Night
TXN132641,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-04,Expense,Rent,30600.0,Property Management,Net Banking,Need,No,Morning
TXN132642,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-08,Expense,Dining Out,2846.0,Barbeque Nation,Debit Card,Want,No,Afternoon
TXN132643,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-09,Expense,Utilities,2460.0,Airtel Broadband,Net Banking,Need,No,Afternoon
TXN132644,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-09,Expense,Gym,1500.0,Cult.fit,UPI,Want,Yes,Night
TXN132645,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-09,Expense,Groceries,2426.0,Local Kirana Store,UPI,Need,No,Morning
TXN132646,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-10,Expense,Coffee & Snacks,158.0,Local Tea Stall,UPI,Want,No,Morning
TXN132647,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-11,Expense,Commute,603.0,Uber,Debit Card,Need,No,Evening
TXN132648,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-13,Expense,Commute,306.0,Ola,UPI,Need,No,Evening
TXN132649,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-14,Expense,OTT Subscription,649.0,Spotify,UPI,Want,Yes,Night
TXN132650,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-17,Expense,Food Delivery,1352.0,Zomato,UPI,Want,No,Night
TXN132651,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-19,Expense,Medical,286.0,Apollo Pharmacy,UPI,Need,No,Evening
TXN132652,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-20,Expense,Commute,718.0,Uber,UPI,Need,No,Evening
TXN132653,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-22,Expense,Commute,134.0,Shell Petrol,Cash,Need,No,Morning
TXN132654,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-23,Expense,Commute,448.0,HP Petrol Pump,Cash,Need,No,Evening
TXN132655,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-25,Expense,Commute,691.0,HP Petrol Pump,Debit Card,Need,No,Evening
TXN132656,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-27,Expense,Coffee & Snacks,49.0,Starbucks,Cash,Want,No,Morning
TXN132657,EMP1424,Band C (₹80k-120k),116000,Office,2024-11-27,Expense,Dining Out,3340.0,Socials Cafe,Credit Card,Want,No,Evening
TXN132658,EMP1424,Band C (₹80k-120k),116000,Office,2024-12-01,Income,Salary,116000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN132659,EMP1424,Band C (₹80k-120k),116000,Office,2024-12-01,Expense,Commute,229.0,HP Petrol Pump,Debit Card,Need,No,Evening
